"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q8","Q9_First Click","Q9_Last Click","Q9_Page Submit","Q9_Click Count","Q13","Q10_First Click","Q10_Last Click","Q10_Page Submit","Q10_Click Count","Q11_First Click","Q11_Last Click","Q11_Page Submit","Q11_Click Count","Q12_First Click","Q12_Last Click","Q12_Page Submit","Q12_Click Count","id","where","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q2_7","Q2_8","Q2_9","Q2_10","Q2_11","Q2_12","Q2_13","Q2_14","Q2_15","Q2_16","Q2_17","Q2_18","Q2_19","Q2_20","Q2_21","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q5_8","Q5_9","Q5_10","Q5_11","Q5_12","Q5_13","Q5_14","Q5_15","Q5_16","Q5_17","Q5_18","Q5_19","Q5_20","totalbad","totalbadUP"
"2/27/18 21:34","2/27/18 21:39",0,NA,100,285,1,"2/27/18 21:39","R_ApJ9lSI0YRsIu8V",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,3.408,3.408,5.393,1,"",13.608,101.427,103.314,23,9.561,82.942,83.908,23,4.574,88.486,89.794,22,NA,"sona",4,3,4,3,4,2,5,4,4,1,3,1,3,2,5,4,2,3,5,3,1,5,5,2,2,3,4,1,3,3,4,3,1,1,3,2,3,1,3,3,4,1,3,1,3,3,2,2,3,3,3,1,2,3,4,3,3,3,4,3,1,4,0
"2/28/18 8:59","2/28/18 9:10",0,NA,100,653,1,"2/28/18 9:10","R_2y9oQvEYL0b7dlN",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,5.643,41.432,48.058,9,"",0.983,162.702,164.343,66,2.766,192.153,193.729,73,13.55,237.367,241.945,69,NA,"sona",5,4,5,5,5,5,5,5,5,4,5,5,1,3,5,5,5,5,4,5,1,5,5,4,4,4,5,1,3,4,3,4,5,4,5,5,3,1,1,5,4,5,5,2,5,2,4,4,4,4,4,5,1,3,1,4,3,4,3,4,2,5,0
"2/28/18 9:18","2/28/18 9:23",0,NA,100,306,1,"2/28/18 9:23","R_2bGVZ42WHPp98oa",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,22.48,22.48,24.685,1,"",5.261,94.69,95.538,21,4.749,102.531,103.939,20,8.375,77.344,78.208,21,NA,"sona",4,2,1,2,4,2,4,2,2,1,4,4,4,1,4,4,5,4,5,4,1,3,3,2,2,2,4,1,1,2,1,1,2,2,2,4,1,4,1,4,4,4,4,4,4,5,4,2,1,5,4,1,1,2,4,3,3,1,3,2,4,4,0
"2/28/18 11:38","2/28/18 11:43",0,NA,100,338,1,"2/28/18 11:43","R_06y180uueiVroRP",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,11.275,15.164,17.137,2,"19",4.023,83.357,84.633,23,5.71,98.865,100.045,25,8.351,116.018,117.956,25,NA,"sona",4,3,3,4,5,3,4,4,4,3,4,2,3,2,4,3,4,4,3,3,1,3,4,4,2,2,4,1,1,3,3,1,4,3,3,4,2,4,1,3,4,4,3,4,4,2,3,2,2,3,2,2,1,3,4,3,3,2,4,4,4,5,0
"2/28/18 11:47","2/28/18 11:52",0,NA,100,303,1,"2/28/18 11:52","R_31yhI3XZ9PQ7HOn",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,5.884,5.884,7.252,1,"19",8.43,77.319,78.802,32,5.758,98.758,100.309,38,6.882,101.526,103.312,24,NA,"sona",3,4,4,4,5,4,4,4,4,3,4,5,2,3,4,4,5,4,4,5,1,4,4,5,3,4,4,3,3,4,4,3,4,1,5,5,3,4,3,5,4,5,4,4,4,2,4,3,4,5,4,2,4,3,4,3,3,3,4,4,2,4,1
"2/28/18 11:46","2/28/18 11:52",0,NA,100,382,1,"2/28/18 11:52","R_2CevCeQcyxUBkEs",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,3.061,3.061,5.079,1,"25",40.637,127.469,128.516,30,0.984,85.063,85.909,24,7.135,153.024,153.702,21,NA,"sona",3,3,2,3,3,3,5,4,5,1,2,4,5,1,4,2,5,5,5,5,1,4,3,3,1,3,5,1,1,2,1,3,4,4,3,5,2,3,2,5,2,4,3,1,5,5,3,3,3,3,5,5,4,2,5,3,3,5,5,1,2,7,1
"2/28/18 13:30","2/28/18 13:39",0,NA,100,554,1,"2/28/18 13:39","R_2ErT1Fdm8vptl56",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,4.776,4.776,11.623,1,"23",21.885,152.869,155.068,22,6.298,111.618,113.307,27,141.042,262.919,264.776,23,NA,"sona",1,4,3,3,4,2,4,4,4,1,3,2,3,1,4,3,3,1,4,4,1,4,3,5,3,3,5,1,3,2,2,1,5,2,2,4,2,2,1,2,4,4,3,3,2,5,1,1,3,4,2,1,1,3,4,4,3,2,4,3,4,5,0
"2/28/18 15:48","2/28/18 15:54",0,NA,100,384,1,"2/28/18 15:54","R_1GIHQLLknThHYrB",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,6.555,6.555,8.979,1,"18",5.682,111.387,112.91,25,3.5,112.255,115.813,27,7.642,133.985,136.226,26,NA,"sona",1,2,3,3,4,2,4,2,2,1,4,4,1,2,4,2,4,3,3,3,1,2,4,4,3,2,3,3,2,3,2,1,4,5,5,4,1,4,1,5,3,5,4,4,4,4,3,2,2,3,5,3,2,2,3,4,3,2,4,2,2,5,1
"2/28/18 16:35","2/28/18 16:40",0,NA,100,282,1,"2/28/18 16:40","R_2ccJau9944RjvVA",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,3.095,6.349,8.889,6,"18",0.64,124.963,127.431,54,3.24,65.96,68.454,50,5.508,60.447,62.467,49,NA,"sona",4,4,4,5,4,2,4,5,5,2,5,5,1,2,5,4,5,5,5,4,1,5,4,4,4,3,5,2,1,4,4,5,5,4,5,5,3,4,1,5,4,5,5,5,5,5,5,4,4,5,3,1,5,4,4,4,3,5,5,5,5,7,2
"2/28/18 16:57","2/28/18 17:03",0,NA,100,305,1,"2/28/18 17:03","R_OO2sEtvREEkS15n",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,3.618,3.618,5.276,1,"32",11.273,89.434,90.483,22,7.662,93.292,94.509,21,6.101,95.095,96.851,25,NA,"sona",2,3,4,5,3,2,3,3,3,2,3,2,2,2,5,4,3,2,3,5,1,2,3,5,1,4,4,3,1,4,2,1,2,3,1,3,3,1,1,1,4,1,1,5,4,4,3,3,2,2,1,3,1,2,2,3,3,1,1,4,4,5,0
"2/28/18 17:17","2/28/18 17:24",0,NA,100,412,1,"2/28/18 17:24","R_2rPIJypkoFwKjXg",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,3.282,3.282,5.923,1,"18",5.015,130.333,131.837,24,10.199,144.748,146.365,23,15.439,117.033,118.521,20,NA,"sona",1,5,5,5,5,5,5,5,1,1,1,5,1,5,5,5,1,1,5,5,1,5,5,5,1,1,5,1,1,1,5,1,5,1,1,5,3,1,1,5,4,1,1,5,1,3,1,1,1,5,1,1,1,1,1,5,3,1,1,1,1,1,0
"2/28/18 17:51","2/28/18 18:02",0,NA,100,651,1,"2/28/18 18:02","R_25yWAU9fgqRR80m",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,31.003,61.611,62.439,5,"19",8.319,250.108,251.79,22,8.219,168.963,170.956,24,2.985,150.258,152.02,28,NA,"sona",4,3,3,3,4,5,4,4,4,5,4,2,2,4,4,4,2,2,4,3,1,3,3,3,3,3,4,1,1,5,3,1,4,4,2,4,3,1,1,2,4,3,3,4,4,5,3,3,4,3,2,4,1,4,3,4,3,4,4,3,4,4,0
"2/28/18 18:17","2/28/18 18:25",0,NA,100,486,1,"2/28/18 18:25","R_1cZCtpRe9KXijKD",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,48.999,48.999,53.385,1,"19",6.887,117.59,120.988,21,5.405,109.512,112.647,20,14.739,182.415,186.977,23,NA,"sona",2,2,3,2,5,4,4,4,4,1,4,4,2,2,2,2,5,4,3,4,1,4,4,4,3,4,4,1,1,4,2,2,5,3,5,4,1,4,1,4,4,5,5,2,4,2,4,2,2,4,4,5,1,2,3,4,3,4,4,4,1,3,0
"2/28/18 18:38","2/28/18 18:47",0,NA,100,562,1,"2/28/18 18:47","R_2f6WaujLXdou5cR",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,16.972,16.972,23.846,1,"18",5.424,149.519,151.384,24,11.944,160.073,161.151,24,7.742,205.093,208.212,24,NA,"sona",3,3,4,4,4,4,4,5,5,2,5,5,1,2,3,3,5,5,4,4,1,5,5,5,3,3,5,1,1,4,3,1,5,3,5,4,2,4,1,5,4,4,5,3,2,1,3,2,2,4,5,2,1,4,5,5,3,3,3,5,3,6,0
"2/28/18 23:22","2/28/18 23:31",0,NA,100,556,1,"2/28/18 23:31","R_Wjs6qd9jtXreI0h",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,9.678,13.897,16.635,7,"19",3.32,201.827,202.755,72,2.441,220.066,220.882,70,6.519,102.031,102.089,74,NA,"sona",5,3,2,5,3,5,3,5,2,3,5,5,1,3,4,2,1,5,5,5,1,3,5,4,3,2,4,3,1,3,3,1,1,3,5,5,3,1,1,5,4,5,5,5,4,5,4,3,3,3,5,1,5,5,5,5,3,3,5,5,5,4,0
"3/1/18 9:04","3/1/18 9:10",0,NA,100,344,1,"3/1/18 9:10","R_2dGxri3ESZsAOG5",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,4.181,4.181,6.307,1,"19",6.945,108.177,109.971,23,4.03,96.886,98.513,21,6.491,115.875,117.367,23,NA,"sona",2,2,4,3,4,3,4,5,5,1,4,5,1,2,2,2,4,5,4,4,1,4,4,4,2,2,4,1,1,4,4,3,4,5,3,4,2,5,1,5,4,5,5,2,5,2,2,4,4,4,5,5,2,2,5,4,3,4,3,2,1,4,0
"3/1/18 12:03","3/1/18 12:07",0,NA,100,238,1,"3/1/18 12:07","R_33DuB0h2eM1kSJK",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,5.174,8.282,13.201,2,"18",3.458,59.77,61.119,21,4.869,77.267,78.777,21,3.288,72.026,74.499,20,NA,"sona",4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,3,4,1,3,4,2,1,3,4,4,3,1,4,1,5,4,5,4,5,4,4,3,3,4,4,4,1,1,4,4,4,3,4,4,2,4,4,1
"3/1/18 12:07","3/1/18 12:14",0,NA,100,418,1,"3/1/18 12:14","R_3oKHSlNhoJ1zBL6",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,3.602,5.342,9.282,2,"21",3.944,102.684,104.009,24,3.852,137.693,139.706,29,5.819,152.348,153.789,26,NA,"sona",3,3,1,2,1,1,4,4,2,1,1,4,5,1,1,1,4,4,1,4,1,4,2,3,2,1,2,1,1,2,1,2,2,3,4,2,1,4,4,4,4,3,4,3,2,3,4,2,1,2,4,4,4,1,2,1,3,1,1,1,2,6,0
"3/1/18 13:19","3/1/18 13:25",0,NA,100,317,1,"3/1/18 13:25","R_2fwCA57IzHc0KGy",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,19.068,19.068,25.38,1,"19",13.43,106.151,109.403,21,5.778,87.964,88.778,22,9.415,83.083,84.027,23,NA,"sona",3,3,3,4,4,3,4,4,4,2,4,4,4,3,4,4,4,4,4,4,1,4,4,4,3,4,4,2,2,3,2,1,4,4,3,4,2,3,1,4,4,4,4,3,3,3,2,3,3,4,4,2,1,4,2,4,3,4,3,3,2,4,0
"3/1/18 13:43","3/1/18 13:53",0,NA,100,623,1,"3/1/18 13:53","R_1EcI7lepVtHiL75",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,26.702,71.772,78.673,3,"19",15.58,165.356,168.452,25,12.305,163.104,173.167,22,5.654,184.307,187.259,24,NA,"sona",5,5,4,5,5,5,4,4,4,4,4,5,2,4,4,5,5,5,5,5,1,4,4,5,3,3,4,1,3,5,5,2,4,5,5,5,3,1,1,5,4,5,5,4,5,2,4,3,4,5,5,4,3,4,3,4,3,4,5,5,3,5,0
"3/1/18 14:22","3/1/18 14:28",0,NA,100,362,1,"3/1/18 14:28","R_s83ihAwc8g9i8lH",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,4.005,4.005,8.419,1,"19",6.184,132.86,134.131,21,3.97,102.124,103.992,20,4.558,102.817,104.593,23,NA,"sona",4,5,5,5,5,4,5,5,5,5,4,3,1,4,5,5,3,4,4,5,1,5,5,4,4,4,4,2,2,4,4,1,5,4,5,5,3,4,1,4,4,4,5,5,5,2,3,4,4,5,5,4,2,4,4,4,3,5,5,5,5,4,0
"3/1/18 16:41","3/1/18 16:50",0,NA,100,585,1,"3/1/18 16:50","R_2zwQlVXeLwGhKCV",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,40.625,40.625,43.614,1,"19",17.399,170.301,171.765,24,68.294,207.678,209.54,20,13.294,135.115,136.765,23,NA,"sona",5,4,4,3,3,5,5,5,5,3,3,3,3,2,5,5,4,3,5,4,5,5,1,1,1,1,4,1,3,3,5,1,4,1,3,5,1,1,1,3,4,1,3,3,5,5,5,5,4,4,5,1,1,5,1,5,3,3,3,4,5,4,1
"3/1/18 18:52","3/1/18 18:57",0,NA,100,322,1,"3/1/18 18:57","R_3fB4RtkNcCyRxYc",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1.387,3.72,4.722,5,"20",0.965,118.859,119.771,82,0.327,113.845,116.75,74,2.183,69.631,69.68,62,NA,"sona",4,4,1,4,4,1,5,5,5,1,4,4,5,5,1,1,4,4,5,4,1,4,4,3,4,4,4,1,3,5,4,1,4,4,4,4,1,4,5,5,4,4,5,5,5,5,4,4,1,4,4,5,1,4,4,5,3,5,5,4,4,5,1
"3/2/18 0:47","3/2/18 0:56",0,NA,100,564,1,"3/2/18 0:56","R_uk8ZiIwRRYoT1GF",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,3.444,3.444,8.284,1,"19",14.48,185.381,192.664,23,9.347,167.669,170.216,20,7.778,174.779,177.786,25,NA,"sona",5,5,5,5,4,4,5,5,5,4,5,5,1,5,5,4,5,5,5,5,1,5,5,4,4,5,5,2,1,5,4,1,5,5,5,5,2,5,1,5,3,5,5,5,5,5,3,5,5,5,5,1,1,4,3,5,3,5,5,5,4,4,1
"3/2/18 8:41","3/2/18 8:49",0,NA,100,482,1,"3/2/18 8:49","R_W1fwOtXlHZiUHYJ",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,20.236,25.372,28.086,2,"21",164.494,240.878,242.285,21,7.915,101.716,107.722,23,3.869,92.789,94.973,23,NA,"sona",2,2,4,5,4,2,4,4,2,1,3,1,1,1,4,4,2,1,4,2,1,4,4,4,2,1,4,1,1,4,1,1,2,3,4,5,2,2,1,1,4,1,1,1,5,3,1,2,2,4,2,5,4,4,2,4,3,2,2,4,2,5,0
"3/2/18 10:17","3/2/18 10:21",0,NA,100,236,1,"3/2/18 10:21","R_3sywtKO5fP48H3X",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2.593,2.593,4.709,1,"21",24.762,82.792,84.185,24,7.829,72.315,73.56,23,4.337,62.503,64.956,20,NA,"sona",5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,5,5,5,5,1,5,4,5,5,5,5,1,1,5,5,1,5,5,5,5,3,1,1,5,4,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,3,5,5,5,4,4,1
"3/2/18 11:16","3/2/18 11:24",0,NA,100,472,1,"3/2/18 11:24","R_2RVywS4TS4UvXnA",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,159.515,159.515,166.195,1,"19",10.972,149.725,152.291,24,12.32,79.234,84.67,25,2.504,42.422,44.245,20,NA,"sona",4,3,4,2,3,2,4,4,4,3,4,4,2,3,4,4,4,4,4,4,1,3,4,4,3,3,4,3,5,4,3,4,4,3,4,4,4,2,2,4,4,4,3,4,4,2,2,4,3,4,4,3,2,3,3,4,3,4,2,5,3,4,1
"3/2/18 13:00","3/2/18 13:13",0,NA,100,797,1,"3/2/18 13:13","R_0kCv6Yi1EZ7TlHb",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,65.851,67.895,70.849,2,"19",21.558,327.011,344.292,30,5.539,147.272,154.017,23,6.173,212.251,215.944,28,NA,"sona",3,4,4,3,5,3,3,3,4,1,4,5,1,3,4,4,5,4,4,4,1,4,3,5,2,5,3,1,2,4,3,3,3,2,5,3,3,3,2,5,4,4,5,4,3,4,3,4,3,4,1,4,3,3,3,4,3,5,3,3,2,4,0
"3/2/18 15:30","3/2/18 15:39",0,NA,100,550,1,"3/2/18 15:39","R_3HRCX557l2iMtlx",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,45.865,51.637,58.341,3,"19",3.246,142.215,143.717,23,11.65,206.007,208.284,25,4.833,126.473,128.084,24,NA,"sona",3,4,5,5,5,5,5,5,4,4,5,3,3,4,4,5,5,5,5,5,1,4,3,5,3,5,5,1,3,4,4,2,5,5,4,5,1,3,3,3,4,3,3,3,4,3,3,5,4,5,5,4,3,5,4,4,3,5,5,5,2,4,0
"3/2/18 19:43","3/2/18 19:48",0,NA,100,289,1,"3/2/18 19:48","R_28BOwDBYqAMTvc7",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,4.404,23.187,28.024,3,"18",10.898,84.131,86.127,45,2.234,86.053,88.452,48,2.14,71.474,72.892,51,NA,"sona",4,5,4,4,5,4,5,5,5,3,3,2,4,4,4,1,3,4,5,4,1,4,5,5,3,4,4,3,1,4,4,2,5,5,3,5,2,3,2,2,4,4,4,3,5,2,4,2,4,3,2,2,1,4,1,4,3,3,3,3,4,6,1
"3/2/18 19:52","3/2/18 20:04",0,NA,100,734,1,"3/2/18 20:04","R_w6mlNK945eXW8bT",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,9.839,9.839,15.154,1,"19",26.086,114.143,116.336,23,7.713,125.59,128.855,21,5.42,460.457,463.089,22,NA,"sona",1,1,1,1,1,1,1,3,3,1,1,5,2,1,1,1,5,1,5,1,1,3,2,3,3,1,3,1,1,1,1,1,1,4,3,2,1,3,1,5,4,5,5,5,3,1,1,1,1,1,3,1,1,3,4,1,3,3,1,5,4,3,0
"3/3/18 8:39","3/3/18 8:47",0,NA,100,481,1,"3/3/18 8:47","R_sHvIXV1IuBAAchj",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,38.813,38.813,40.956,1,"25",6.915,127.757,129.298,26,3.73,130.848,133.729,22,11.979,158.763,161.521,22,NA,"sona",2,4,3,2,4,4,4,5,5,1,1,1,1,1,3,4,1,1,5,2,1,3,4,4,4,5,3,1,5,5,4,1,1,4,4,4,3,1,1,1,4,1,1,1,4,2,3,3,3,5,2,1,1,5,2,2,3,4,5,1,4,5,0
"3/4/18 1:46","3/4/18 2:00",0,NA,100,837,1,"3/4/18 2:00","R_wO8RvOKMc5vPWQF",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,9.82,77.901,108.669,4,"31",4.901,260.824,262.534,25,5.025,166.405,168.887,23,10.964,226.676,257.709,22,NA,"sona",2,3,2,4,3,3,4,4,4,5,3,3,1,4,2,3,3,2,5,5,5,3,4,3,2,4,4,1,5,3,2,1,2,4,4,4,2,2,1,3,2,2,3,3,4,2,3,4,4,4,3,4,1,2,4,4,3,5,5,5,2,6,2
"3/4/18 12:04","3/4/18 12:13",0,NA,100,534,1,"3/4/18 12:13","R_217iBKJx6BRi56Q",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,6.123,6.123,8.476,1,"18",42.45,160.376,162.601,21,73.417,235.676,238.605,25,5.519,107.065,110.468,22,NA,"sona",3,3,3,3,4,3,3,4,3,3,5,5,5,3,3,3,5,5,5,3,1,3,3,5,3,1,3,1,1,3,2,3,5,5,3,5,2,5,3,5,4,4,5,5,4,4,3,3,3,3,4,2,3,3,2,4,3,2,4,3,4,4,0
"3/4/18 16:01","3/4/18 16:08",0,NA,100,382,1,"3/4/18 16:08","R_2fdlECbcvzhxJhC",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,4.706,4.706,13.429,1,"19",3.867,109.075,110.523,22,13.267,117.017,119.289,21,5.849,126.129,128.324,22,NA,"sona",3,3,3,4,5,3,4,4,4,3,5,5,1,3,4,3,5,5,4,4,1,4,4,4,3,4,4,1,3,3,3,4,3,4,5,4,3,5,1,5,4,5,5,2,4,2,3,3,3,4,5,4,4,4,4,3,3,3,5,4,2,4,0
"3/5/18 11:05","3/5/18 11:19",0,NA,100,868,1,"3/5/18 11:19","R_1Cw2XqrChZGamr2",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,7.579,7.579,10.043,1,"20",41.275,519.653,520.859,24,50.816,212.161,213.406,23,9.925,112.509,113.995,22,NA,"sona",3,3,2,5,4,4,5,4,4,3,5,5,1,3,4,3,4,5,5,4,1,5,4,4,4,4,5,1,4,1,3,1,2,2,5,4,4,4,1,5,4,5,5,3,5,5,4,3,3,4,5,4,1,4,5,5,3,5,4,3,4,4,0
"3/5/18 13:26","3/5/18 13:35",0,NA,100,561,1,"3/5/18 13:35","R_1meD2LSpsO8gcuf",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,29.465,29.465,42.989,1,"18",26.548,175.223,179.663,21,12.627,177.218,180.243,23,8.366,141.293,145.318,23,NA,"sona",4,4,3,5,4,5,4,4,4,3,4,5,2,3,3,4,5,4,5,5,1,4,3,4,4,3,5,1,4,4,4,1,5,2,5,5,3,3,1,5,4,5,5,4,4,2,4,4,5,4,4,3,3,5,4,4,3,4,4,5,4,3,0
"3/5/18 13:44","3/5/18 13:51",0,NA,100,410,1,"3/5/18 13:51","R_24C5DFKu8Kq4zrD",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,5.241,5.241,9.39,1,"19",4.869,143.357,145.758,23,3.063,114.237,114.841,23,6.106,129.074,130.343,27,NA,"sona",2,3,4,4,4,3,4,5,4,2,4,4,3,2,4,2,4,2,4,4,1,4,4,4,2,3,4,1,2,4,2,1,2,2,4,2,2,2,1,5,4,4,4,4,4,4,2,2,2,4,4,2,2,2,1,2,3,3,4,2,4,3,0
"3/5/18 15:15","3/5/18 15:20",0,NA,100,321,1,"3/5/18 15:20","R_PCjBAUk9o75Inip",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,55.137,55.137,56.835,1,"19",7.35,95.906,97.266,22,5.455,73.521,75.841,22,7.645,76.52,82.338,21,NA,"sona",4,3,4,4,3,4,4,4,4,2,2,4,3,4,4,4,4,4,5,5,1,4,2,4,3,2,4,1,4,4,3,5,1,1,3,5,1,1,1,3,4,1,1,1,4,1,4,4,3,4,3,5,1,1,3,4,3,2,4,2,1,5,0
"3/5/18 17:53","3/5/18 18:00",0,NA,100,400,1,"3/5/18 18:00","R_1238MnRf8ilEo4z",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1.769,4.495,16.149,5,"18",0.413,108.925,110.009,72,2.328,128.444,129.688,84,0.904,132.986,134.094,69,NA,"sona",4,3,2,5,5,5,5,4,4,1,1,1,1,2,4,2,1,1,5,5,1,4,5,5,4,1,4,1,1,2,1,1,5,5,3,5,2,1,1,1,4,1,1,1,2,4,3,3,2,3,1,1,1,4,4,4,3,5,4,3,4,6,0
"3/5/18 18:18","3/5/18 18:23",0,NA,100,290,1,"3/5/18 18:23","R_2shCMrVsk6VxNbH",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,30.93,33.377,34.048,2,"21",6.808,85.929,88.02,25,6.345,69.911,71.356,26,5.006,83.103,85.483,33,NA,"sona",3,3,4,4,4,3,4,4,4,2,4,3,2,3,4,4,4,3,4,4,1,4,4,4,3,3,4,3,3,3,4,2,4,3,3,3,3,3,2,3,4,3,2,3,4,3,2,3,2,4,2,3,2,3,3,3,3,3,4,3,3,2,1
"3/6/18 16:05","3/6/18 16:14",0,NA,100,519,1,"3/6/18 16:14","R_XpoHBHdgzg6dV3b",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,7.656,7.656,9.619,1,"19",3.216,92.105,93.284,22,9.348,80.52,82.147,22,51.865,322.899,325.335,22,NA,"sona",4,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,1,5,3,1,5,5,1,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,3,5,5,5,3,3,5,1,3,3,5,3,5,5,1,0
"3/6/18 17:01","3/6/18 17:06",0,NA,100,294,1,"3/6/18 17:06","R_1OE7zC0XtEPPPCx",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,30.231,30.231,34.033,1,"19",5.902,71.685,72.924,25,8.693,84.051,85.205,21,9.372,90.684,92.417,22,NA,"sona",2,3,4,5,4,3,3,4,1,2,5,5,1,3,4,4,5,5,3,3,1,3,3,4,3,4,3,3,1,4,3,1,4,5,4,4,2,5,1,5,4,5,5,5,4,5,4,4,4,3,5,2,2,4,3,3,3,3,3,5,4,5,1
"3/6/18 17:13","3/6/18 17:18",0,NA,100,294,1,"3/6/18 17:18","R_2wU0SNh07b55PYx",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,3.688,6.49,7.566,3,"19",3.139,83.68,85.185,27,5.998,98.418,100.212,24,2.728,87.378,88.845,23,NA,"sona",2,4,4,5,5,4,4,5,5,1,4,3,2,3,4,4,4,4,5,4,1,5,3,4,4,3,4,1,3,3,2,2,2,3,3,4,2,2,2,3,4,4,4,1,4,2,4,4,4,3,3,5,4,4,4,5,3,4,5,4,1,4,0
"3/6/18 18:30","3/6/18 18:36",0,NA,100,364,1,"3/6/18 18:36","R_3EMyWUHzvH10X9Z",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.243,22.726,25.481,3,"18",9.578,102.063,104.34,23,18.872,107.711,113.636,21,9.48,107.973,110.942,21,NA,"sona",2,2,2,2,3,5,4,2,2,2,3,3,2,2,2,2,3,3,5,4,1,4,2,5,3,2,5,1,2,3,2,2,5,5,3,5,2,4,3,4,4,4,3,5,4,4,3,4,3,4,3,1,1,4,5,3,3,5,5,4,4,4,0
"3/5/18 13:01","3/6/18 21:53",0,NA,100,118318,1,"3/6/18 21:53","R_3qKfbyDfH5pdfJI",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,117944.303,117944.303,117955.906,1,"18",8.526,121.305,123.308,22,34.058,133.659,135.425,20,11.031,90.933,92.293,21,NA,"sona",2,3,4,2,2,2,4,4,4,3,1,1,1,2,4,4,1,1,4,4,1,2,2,2,2,1,4,1,1,2,1,1,3,2,4,3,1,3,1,1,2,1,2,1,4,4,1,1,1,1,1,2,1,2,4,3,3,1,3,2,1,5,1
"3/6/18 22:02","3/6/18 22:07",0,NA,100,305,1,"3/6/18 22:07","R_2SBsYJpBPfpYfCi",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,17.816,17.816,19.76,1,"19",4.518,78.471,79.499,24,5.54,89.589,90.625,23,4.748,106.047,107.435,21,NA,"sona",3,4,4,5,3,3,3,4,4,3,5,5,1,3,4,4,5,4,5,4,1,4,3,4,3,4,4,1,2,4,4,1,4,5,5,4,3,3,1,5,4,5,5,5,5,3,4,4,3,5,5,2,1,4,3,4,3,4,3,5,4,6,1
