"badChar","badClick","badDist","badScaleCheck","badMC","badTotal","participant"
0,0,1,1,0,2,"R_XRJn0uJjaaN5kid"
1,0,0,1,1,3,"R_pNakohMEQkohhM5"
0,0,1,1,0,2,"R_1n3DKIGOXmtm7b6"
1,0,0,0,0,1,"R_3CGTfdBGJ7pa9GC"
0,0,0,1,0,1,"R_PCJiVU3sUHA1eX7"
0,0,0,1,0,1,"R_3MG4rC6QYXoRQV0"
1,0,0,0,1,2,"R_1EWH9HMBu8ieGva"
0,0,1,1,0,2,"R_2PBTRSAVNnD3p1P"
0,0,1,1,0,2,"R_2X5sbs5Dk0gfTMT"
0,1,0,1,0,2,"R_2pY84zoQ91ACTAE"
0,0,1,1,0,2,"R_86vY8X8n9vzY1tD"
0,0,0,1,0,1,"R_31gQ0UYGwmrDg3O"
0,0,0,0,1,1,"R_3HZcUx3YbIOdwAU"
0,0,0,1,0,1,"R_yF0YzUkoaNUjcZz"
1,0,0,1,0,2,"R_3R8bOTVo7SLOyvv"
1,0,0,0,1,2,"R_1QK2kvKvKQAMiiO"
1,0,1,1,0,3,"R_1FRFuubKxQdZ2HS"
0,0,0,1,1,2,"R_1mlrWhR6fqERKfh"
1,0,0,1,0,2,"R_2c6HPYcnWAZqGt9"
0,0,0,1,0,1,"R_2E4P52UTxwrYEcU"
0,0,0,1,0,1,"R_x3O81JZi4R3C8oh"
1,0,1,1,1,4,"R_12JDyDXTb9S4L42"
0,0,0,1,0,1,"R_1BYm2aTX8n3C10M"
1,0,0,0,1,2,"R_3rMRiVP6PoyuPyu"
0,0,0,1,0,1,"R_3m3INqaKWUSdLDB"
1,0,0,1,0,2,"R_2asn22RUsssts2R"
0,0,0,1,0,1,"R_z9kovSTUBlpwzvz"
0,0,0,1,0,1,"R_2v6a6vUEaulJKun"
0,0,1,1,0,2,"R_RRASvQFZk0Ax0M9"
0,0,0,1,0,1,"R_bdqe5eGVhSpoW2J"
0,0,1,1,0,2,"R_2xQ9LgEjEA7EKQ1"
0,0,0,1,0,1,"R_2YzzHWqO1aA6GWg"
0,0,0,1,0,1,"R_dasi12kuXYgWD1n"
0,0,0,1,0,1,"R_Pu0HbTmXyGg3fXP"
0,0,0,1,0,1,"R_2Yh9s7c92N1rdfn"
0,0,0,1,0,1,"R_3rZEVoDnDKp8gKs"
1,0,1,1,0,3,"R_2rSY54YqrsJn1pU"
1,0,0,1,0,2,"R_2t4ll2TU3M1xbVy"
0,0,0,0,0,0,"R_1mqkQqNW2Kqzz6w"
0,0,0,1,0,1,"R_2czoNplhnJXUptI"
0,0,1,1,1,3,"R_1HcpgZLliuyZT8Z"
0,0,0,1,1,2,"R_vTt980ggGLQeZ8d"
1,0,0,0,1,2,"R_wR8te57JqnztoiZ"
1,0,0,1,0,2,"R_3CW4vQbMsacWQ01"
0,0,0,1,0,1,"R_w6jZatTHnGC9ix3"
1,0,1,1,1,4,"R_3dQHjtP6991ZpCl"
0,0,0,0,0,0,"R_2VOYEZmdeAaDLQb"
0,0,1,1,0,2,"R_abletunYqwr79Gp"
0,0,0,1,0,1,"R_3oXwCrnCUOKfuFc"
0,0,0,1,0,1,"R_2v7IrF0DYhrJ8or"
1,0,0,0,1,2,"R_2zUtf8RgabJsjj7"
1,0,0,0,0,1,"R_33EA6vEqGAgqam7"
1,0,0,0,1,2,"R_8cfgCRmCUyUpf6V"
1,0,0,1,0,2,"R_2tg3wLSoaOdMXdO"
1,0,0,0,1,2,"R_21pPaf5QzCzEHam"
0,0,1,1,1,3,"R_W87972z0EZW5BNn"
0,0,0,1,0,1,"R_1DtIkZ3LkMHkelv"
1,0,0,0,0,1,"R_2Xj7eu43G6MQrOv"
1,0,0,1,1,3,"R_1hHepU0KOr6ODCs"
0,0,1,1,0,2,"R_2QAJK6OWyl2WFao"
1,0,0,1,1,3,"R_2yqhxBrCBn4OVep"
1,0,0,1,1,3,"R_6W1W8LEX9gVde9j"
1,0,0,1,0,2,"R_e51RbCv9X6eaS65"
0,0,0,1,1,2,"R_31tNY8mObwq8Jza"
0,0,0,1,1,2,"R_29gEE00B3p0K2Ah"
0,0,0,1,0,1,"R_2YYCDC8qzElti8x"
0,0,1,1,0,2,"R_etcAmBC1CbZoSVb"
0,0,0,1,0,1,"R_3EFq7d6PMLqZ92d"
0,0,1,1,0,2,"R_2aG0qIoq9NldKFt"
0,0,0,1,0,1,"R_1E0rSXBH6WdFNpk"
1,0,0,0,1,2,"R_3PLSFDAugIZgN2D"
0,0,0,0,0,0,"R_1psXEzvbESpylvW"
1,0,0,0,0,1,"R_cZ9h5NsidrcC83n"
0,0,0,1,1,2,"R_1cUPDCOP8qVslUN"
0,0,0,0,1,1,"R_Rrfau1cyB0P033H"
1,0,0,1,0,2,"R_2pQsmEdAh6JaPIl"
1,0,0,0,1,2,"R_1mJaMIBNyo3jigR"
0,0,1,1,1,3,"R_11cjax5eU1LXRzH"
0,0,1,1,0,2,"R_yPlBNslswCnd1W9"
1,0,0,1,0,2,"R_2PzHkTBth0LA8vK"
0,0,1,1,0,2,"R_3qrhs3jamr9jDdi"
0,0,0,1,1,2,"R_3FIgAfBgKoAxNMH"
1,0,0,1,1,3,"R_1LLnwsserOJdVeM"
0,0,0,0,0,0,"R_3HHcgRRuxfPrx2A"
0,0,0,1,0,1,"R_tVu7y8pRZYFnbBD"
0,0,1,1,0,2,"R_Z4OhLyNYe3cWWTn"
0,0,0,1,0,1,"R_2zLVeT7RwwWPf9A"
1,0,0,1,0,2,"R_1gp9rJyrg7Sk4mV"
0,0,0,1,0,1,"R_3kv6zIbQoepvaA3"
1,0,1,1,1,4,"R_0HuVktUWVTnNzY5"
0,0,0,1,0,1,"R_216AJQg7j19Hcap"
1,0,1,1,0,3,"R_2aY8F5HjpdkaGhD"
0,0,0,1,1,2,"R_3k0uj8FSFlkEYLb"
0,0,0,1,0,1,"R_2f2HtS6ot2UpRGZ"
0,0,0,1,1,2,"R_29oEd7zcMdlGu6s"
0,0,0,1,0,1,"R_2Y2NpQIJRNCTRjK"
0,0,0,0,0,0,"R_pMpZcQRjBXGrq3n"
0,0,0,1,0,1,"R_3Gx4IzVGk7VjfK9"
1,0,0,0,0,1,"R_3r1dJOqHmcczTLr"
1,0,0,0,1,2,"R_1ltzDN9ai4YD6my"
0,0,1,1,0,2,"R_1N2NuHFFF0mLrzs"
1,0,0,0,1,2,"R_11dx6hH5gpV3MvS"
0,0,0,1,0,1,"R_1n6OalCuWe43bfS"
0,0,1,1,0,2,"R_D2YII71cdtDFqxP"
1,1,0,1,1,4,"R_pLsimlIA9yqWDVD"
1,0,0,0,0,1,"R_dnaWKysqzYfTpLz"
1,0,0,1,0,2,"R_BAiqwW0vk0ClbNv"
0,0,0,1,0,1,"R_sbAWGn3JugAOh5T"
0,0,0,1,0,1,"R_z6xtGZpDuiWV5bb"
1,0,0,0,1,2,"R_sRSYXMZru6AO4ql"
0,0,0,1,0,1,"R_DdVKXeWo1AKcSyd"
0,0,0,1,0,1,"R_3kOebI3eINtLwDC"
